alpha,Mach,N,gep_cr,gep_ci,gep_omega_i,distance_to_target,distance_to_shooting,overlap_to_previous,selection_source,n_finite_modes,success,accepted,target_cr,target_ci,target_source,shooting_cr,shooting_ci,shooting_omega_i,shooting_spectral_success
0.18,1.4,401,0.3444295898083644,0.052859904907963925,0.009514782883433506,0.022686320874800363,0.022686320874800363,,nearest_to_target,141,True,False,0.3329166666666667,0.043085937500000004,shooting_anchor,0.3329166666666667,0.043085937500000004,0.00775546875,True
0.18,1.4,481,0.34597403719851433,0.044092799780898036,0.007936703960561646,0.013211737653190957,0.013211737653190957,,nearest_to_target,167,True,True,0.3329166666666667,0.043085937500000004,shooting_anchor,0.3329166666666667,0.043085937500000004,0.00775546875,True
0.195,1.4,401,0.3213427852123967,0.05065412047765537,0.009877553493142798,0.030248582831352542,0.032248963177218745,0.7462686410744558,target_then_overlap,135,True,False,0.3415005444928876,0.03937757951760274,blended_continuation,0.3395833333333333,0.03735677083333333,0.0072845703125,True
0.195,1.4,481,0.32802870135572954,0.044212858387634314,0.008621507385588692,0.01658343283268237,0.017931348704066482,0.6238772298380955,target_then_overlap,160,True,True,0.3415005444928876,0.03937757951760274,blended_continuation,0.3395833333333333,0.03735677083333333,0.0072845703125,True
0.21,1.4,401,0.31643886047877473,0.05231439874276813,0.010986023735981306,0.041334757014781336,0.0505122473346644,0.7383379417260939,target_then_overlap,140,True,False,0.3402002770733855,0.03540318043295696,blended_continuation,0.34541666666666665,0.03162760416666667,0.0066417968750000006,True
0.21,1.4,481,0.35882269845992604,0.04416428276644946,0.009274499380954386,0.0255699478820273,0.02843228674762001,0.573625281188118,target_then_overlap,156,True,False,0.3402002770733855,0.03540318043295696,blended_continuation,0.34541666666666665,0.03162760416666667,0.0066417968750000006,True
0.21,1.4,561,0.34152647881473636,0.03914537074904859,0.008220527857300205,0.007600971287023911,0.015530641296225329,0.7053322050235734,target_then_overlap,180,True,True,0.3402002770733855,0.03540318043295696,blended_continuation,0.34541666666666665,0.03162760416666667,0.0066417968750000006,True
0.22499999999999998,1.4,401,0.3084036908801538,0.048208512905462235,0.010846915403729002,0.05417885289756352,0.06188592424910832,0.7967544327864922,target_then_overlap,133,True,False,0.34774961031108753,0.02958563231846457,blended_continuation,0.35041666666666665,0.025488601562499994,0.005734935351562498,True
0.22499999999999998,1.4,481,0.3157797027096871,0.04241919168270942,0.009544318128609619,0.04099848748264341,0.04843860856208851,0.8092809153757274,target_then_overlap,157,True,False,0.34774961031108753,0.02958563231846457,blended_continuation,0.35041666666666665,0.025488601562499994,0.005734935351562498,True
0.22499999999999998,1.4,561,0.3685609631760619,0.037614297793330934,0.00846321700349946,0.02628593322101617,0.030287712560548432,0.5944082129065212,target_then_overlap,181,True,False,0.34774961031108753,0.02958563231846457,blended_continuation,0.35041666666666665,0.025488601562499994,0.005734935351562498,True
0.22499999999999998,1.4,641,0.3514225210996988,0.035031205049391084,0.007882021136112994,0.011493794983918008,0.01911169454476903,0.6222413336320887,target_then_overlap,198,True,True,0.34774961031108753,0.02958563231846457,blended_continuation,0.35041666666666665,0.025488601562499994,0.005734935351562498,True
0.24,1.4,401,0.3483112721535845,0.04900764556154438,0.011761834934770652,0.0498665464281692,0.05918459191203479,0.7537896565606874,target_then_overlap,137,True,False,0.35421842299657624,0.02424992948356732,blended_continuation,0.35541666666666666,0.0196293828125,0.0047110518749999995,True
0.24,1.4,481,0.3283952676887354,0.04195748091145608,0.01006979541874946,0.043829953916678606,0.052195132546924046,0.77716770983837,target_then_overlap,161,True,False,0.35421842299657624,0.02424992948356732,blended_continuation,0.35541666666666666,0.0196293828125,0.0047110518749999995,True
0.24,1.4,561,0.31380287130759665,0.03655755290692306,0.008773812697661533,0.04732152993774737,0.053646619046957965,0.8466617877232352,target_then_overlap,184,True,False,0.35421842299657624,0.02424992948356732,blended_continuation,0.35541666666666666,0.0196293828125,0.0047110518749999995,True
0.24,1.4,641,0.33586865512253783,0.034199733498475056,0.008207936039634014,0.027068586604612154,0.03508995913047733,0.6670722951233207,target_then_overlap,208,True,False,0.35421842299657624,0.02424992948356732,blended_continuation,0.35541666666666666,0.0196293828125,0.0047110518749999995,True
