alpha,Mach,omega_target,current_ci,current_omega_i,current_abs_omega_error,current_success,mstab_ci,mstab_omega_i,mstab_abs_omega_error,mstab_success,ci_abs_diff,omega_abs_diff
0.9999704714237204,0.003864552420605,0.0,0.02505405601853409,0.025053316207929832,0.025053316207929832,True,0.00105033287962498,0.001050301864790425,0.001050301864790425,True,0.024003723138909108,0.02400301434313941
0.7483943836647915,0.6652234575009965,0.0,0.0,0.0,0.0,True,0.00105033287962498,0.0007860632280898025,0.0007860632280898025,True,0.00105033287962498,0.0007860632280898025
0.0631874621665113,1.004229968552066,0.0,0.0,0.0,0.0,True,0.37209215332020557,0.023511558860376213,0.023511558860376213,True,0.37209215332020557,0.023511558860376213
0.9137507197590468,0.0072197369003853,0.05,0.05616991917437195,0.05132530407438985,0.0013253040743898478,True,0.05615112614702901,0.05130813193212879,0.001308131932128788,True,1.879302734294347e-05,1.7172142261059897e-05
0.4508902865748326,0.8137927979802453,0.05,0.10602273586969205,0.04780462175973323,0.0021953782402667696,True,0.10602323854385926,0.04780484841063254,0.002195151589367464,True,5.026741672076174e-07,2.2665089930568039e-07
0.0535500730832261,0.0195885192895424,0.05,0.9085670038573849,0.048653829457570734,0.0013461705424292689,True,0.9085879243744198,0.04865494975278689,0.0013450502472131115,True,2.0920517034950237e-05,1.1202952161573632e-06
0.8160812626419216,-0.0010519555299641,0.1,0.12323305180442194,0.10056818451576999,0.0005681845157699816,True,0.12321871622429892,0.10055648551744249,0.0005564855174424871,True,1.4335580123023273e-05,1.1698998327494547e-05
0.4687218555757333,0.6597532887451831,0.1,0.21079969353050182,0.09880642350641272,0.001193576493587284,True,0.2108175432819472,0.09881479007503177,0.0011852099249682335,True,1.784975144539236e-05,8.366568619050385e-06
0.1481374850511582,0.3322739956592994,0.1,0.6916693719632183,0.10246216124954524,0.002462161249545236,True,0.6916596147249267,0.10246071583680366,0.0024607158368036564,True,9.757238291663306e-06,1.4454127415797213e-06
0.6877242326261239,0.0001328785932586,0.15,0.21809079407770365,0.14998632399991077,1.3676000089224427e-05,True,0.21808439053558293,0.1499819201288197,1.8079871180298746e-05,True,6.4035421207253584e-06,4.403871091074318e-06
0.4331583765188761,0.4418213225849315,0.15,0.3480757160582912,0.1507719120734547,0.0007719120734547003,True,0.3480691254029437,0.1507690572758842,0.000769057275884194,True,6.590655347471497e-06,2.854797570506218e-06
0.2407686288405603,0.1555454666253266,0.15,0.6312487385482034,0.15198489323758427,0.001984893237584273,True,0.6312535731562675,0.15198605725953884,0.001986057259538848,True,4.834608064108181e-06,1.1640219545749897e-06
0.5842708656302136,0.0014616645258448,0.175,0.3014623934806053,0.1761356935938693,0.001135693593869308,True,0.3014453059125089,0.1761257098256661,0.0011257098256661213,True,1.708756809637446e-05,9.983768203186694e-06
0.4703090165507669,0.2455042742614164,0.175,0.3750548049166215,0.176391656452976,0.001391656452976009,True,0.3750467978581537,0.17638789066118254,0.0013878906611825559,True,8.00705846781824e-06,3.765791793453044e-06
0.3197169685963591,0.0500287903618727,0.175,0.553505834378311,0.176965207467832,0.0019652074678320197,True,0.5535097386726529,0.1769664557369835,0.001966455736983508,True,3.904294341827708e-06,1.248269151488124e-06
