target_level,quantity,alpha_target,Mach,target_mach,level_value,alpha_on_curve,left_mach,right_mach,left_alpha,right_alpha,mach_bracket_width,n_points_on_curve,mach_min_on_curve,mach_max_on_curve,level_distance_to_target
0.23697519236816028,cr,0.2,1.2,1.2,0.1,0.06370256455872898,1.195890410958904,1.226027397260274,0.06537708866476,0.0530972452205329,0.030136986301370072,21,0.9424657534246575,1.4013698630136986,0.13697519236816028
0.23697519236816028,cr,0.2,1.2,1.2,0.15,0.09444585972510108,1.167123287671233,1.202739726027397,0.1133749811832003,0.0928684329369262,0.035616438356164126,19,0.9794520547945206,1.4438356164383563,0.08697519236816029
0.23697519236816028,cr,0.2,1.2,1.2,0.2,0.14190744791067122,1.1945205479452057,1.217808219178082,0.1464172813487882,0.1272504892367906,0.023287671232876228,25,1.0547945205479452,1.4917808219178084,0.03697519236816027
0.23697519236816028,cr,0.2,1.2,1.2,0.25,0.22046356671446804,1.1972602739726028,1.2232876712328766,0.2233478849917206,0.1959468613578203,0.02602739726027381,24,1.141095890410959,1.5438356164383562,0.013024807631839719
0.2338874746306954,cr,0.2,1.25,1.25,0.1,0.042145475814140285,1.226027397260274,1.2589041095890412,0.0530972452205329,0.0380776757489087,0.03287671232876721,21,0.9424657534246575,1.4013698630136986,0.1338874746306954
0.2338874746306954,cr,0.2,1.25,1.25,0.15,0.0634653018214662,1.2356164383561643,1.2643835616438357,0.0723543579707963,0.0545762456721361,0.028767123287671392,19,0.9794520547945206,1.4438356164383563,0.0838874746306954
0.2338874746306954,cr,0.2,1.25,1.25,0.2,0.10552250931985017,1.247945205479452,1.2712328767123289,0.1067288875508054,0.0930566009333133,0.023287671232876894,25,1.0547945205479452,1.4917808219178084,0.033887474630695386
0.2338874746306954,cr,0.2,1.25,1.25,0.25,0.24492134577751262,1.247945205479452,1.2547945205479452,0.1699157007376186,0.4199345175372573,0.006849315068493178,24,1.141095890410959,1.5438356164383562,0.016112525369304603
0.2338874746306954,cr,0.2,1.25,1.25,0.3,0.29560815896432335,1.2493150684931509,1.2506849315068491,0.2811832003612826,0.3100331175673642,0.001369863013698236,19,1.2493150684931509,1.6178082191780825,0.06611252536930459
0.23117469441517483,cr,0.2,1.275,1.275,0.1,0.03274185859802305,1.2589041095890412,1.2876712328767124,0.0380776757489087,0.0285413216920066,0.02876712328767117,21,0.9424657534246575,1.4013698630136986,0.13117469441517482
0.23117469441517483,cr,0.2,1.275,1.275,0.15,0.04949552160168607,1.2643835616438357,1.2986301369863014,0.0545762456721361,0.0381868131868132,0.03424657534246567,19,0.9794520547945206,1.4438356164383563,0.08117469441517483
0.23117469441517483,cr,0.2,1.275,1.275,0.2,0.09084490750989557,1.2712328767123289,1.2945205479452055,0.0930566009333133,0.0793843143158212,0.023287671232876672,25,1.0547945205479452,1.4917808219178084,0.031174694415174814
0.23117469441517483,cr,0.2,1.275,1.275,0.25,0.26591493552109446,1.2698630136986302,1.282191780821918,0.1479978925184405,0.4309987957248232,0.012328767123287898,24,1.141095890410959,1.5438356164383562,0.018825305584825175
0.23117469441517483,cr,0.2,1.275,1.275,0.3,0.29307676179006936,1.2671232876712328,1.2863013698630137,0.3348035526117718,0.2332078880024086,0.019178082191780854,19,1.2493150684931509,1.6178082191780825,0.06882530558482516
0.2727688216788323,cr,0.2,1.3,1.3,0.1,0.024986039148655152,1.2876712328767124,1.33013698630137,0.0285413216920066,0.0162953484871294,0.042465753424657526,21,0.9424657534246575,1.4013698630136986,0.1727688216788323
0.2727688216788323,cr,0.2,1.3,1.3,0.15,0.03783445119061557,1.2986301369863014,1.3356164383561644,0.0381868131868132,0.0286730392894777,0.03698630136986303,19,0.9794520547945206,1.4438356164383563,0.12276882167883232
0.2727688216788323,cr,0.2,1.3,1.3,0.2,0.07665211500827943,1.2945205479452055,1.3164383561643835,0.0793843143158212,0.0684555170856541,0.021917808219177992,25,1.0547945205479452,1.4917808219178084,0.07276882167883231
0.2727688216788323,cr,0.2,1.3,1.3,0.25,0.12828797914414353,1.2931506849315069,1.3232876712328767,0.132951979527322,0.1124303778413368,0.03013698630136985,24,1.141095890410959,1.5438356164383562,0.02276882167883232
0.2727688216788323,cr,0.2,1.3,1.3,0.3,0.28576653000504637,1.2904109589041095,1.3136986301369862,0.35135104621406,0.1920743639921722,0.023287671232876672,19,1.2493150684931509,1.6178082191780825,0.02723117832116767
