stage_name,warmstart_checkpoint,output_dir,warm_band_ci_mae,warm_band_p_rel,warm_band_env_rel,warm_band_phase_rel,warm_band_peak_shift,warm_target_ci_true,warm_target_ci_pred,warm_target_ci_abs_err,warm_target_p_rel,warm_target_env_rel,warm_target_phase_rel,warm_target_peak_shift,best_epoch,best_loss,best_ci_mae,best_p_rel,best_env,best_phase,best_peak,band_ci_mae,band_p_rel,band_env_rel,band_phase_rel,band_peak_shift,target_ci_true,target_ci_pred,target_ci_abs_err,target_p_rel,target_env_rel,target_phase_rel,target_peak_shift
stage_b_pressure_overlap,model_saved/kh_subsonic_fixed_mach_M05_highalpha_classic_two_stage_repair/stage_a_balanced/model_best.pt,model_saved/kh_subsonic_fixed_mach_M05_highalpha_classic_two_stage_repair/stage_b_pressure_overlap,0.0015545657411131265,0.9905140464249479,0.792550094264176,0.5049755752773347,10.51768970489502,0.010634806007146835,0.012189371511340141,0.001554565504193306,0.9905140464249479,0.792550094264176,0.5049755752773347,10.51768970489502,927,12.95584774017334,,,,,,0.0015545657411131265,0.9092346729599541,0.759326799878632,0.49005097457797625,8.909101867675773,0.010634806007146835,0.012189371511340141,0.001554565504193306,0.9092346729599541,0.759326799878632,0.49005097457797625,8.909101867675773
